"Period","City_Province","Retail_Sales","Population","Population_Male","Population_Female","Population_15_29","Population_30_59","Population_60_Plus","Population_below_15","Unemployment_Rate_15_29","Unemployment_Rate_30_59","Unemployment_Rate_60_Plus","Number_of_Households","Household_Size","Retail_Sales_Per_Household"
"2020.08","Gyeongsangbuk-do","115835","2640932.0","1329919.0","1311013.0","403962","1142122","793417","301431","10.3","2.8","2.3","1244551.0","2.121995804109273","0.09307372699069785"
"2020.08","Gyeongsangnam-do","208987","3345169.0","1684134.0","1661035.0","546402","1529662","834687","434418","10.4","3.3","1.5","1473746.0","2.2698409359550427","0.14180666139212592"
"2020.08","Incheon","201708","2943491.0","1474620.0","1468871.0","544899","1408612","622974","367006","9.1","3.1","3.1","1256383.0","2.3428293760740155","0.1605465849187708"
"2020.08","Jeju-do","47511","672524.0","337822.0","334702.0","117609","307800","150907","96208","6.3","1.5","1.3","299051.0","2.248860562245236","0.15887256688658458"
"2020.08","Jeollabuk-do","86393","1807094.0","898296.0","908798.0","305506","763050","524534","214004","8.5","1.5","0.3","829789.0","2.1777753139653573","0.10411441944879964"
"2020.08","Jeollanam-do","68862","1851985.0","930466.0","921519.0","289442","764472","584158","213913","6.7","1.3","1.1","885676.0","2.091041193393521","0.07775078019501488"
"2020.08","Sejong","39228","347232.0","173183.0","174049.0","54179","171559","51029","70465","7.2","2.1","1.8","139552.0","2.48819078193075","0.281099518459069"
"2020.08","Seoul","1511135","9708247.0","4724585.0","4983662.0","1889281","4561895","2247158","1009913","8.3","2.8","4.0","4400154.0","2.206342550737997","0.3434277527559263"
"2020.08","Ulsan","128398","1140310.0","585922.0","554388.0","203716","554113","226214","156267","11.1","2.4","2.7","474328.0","2.404053734968208","0.2706945404867518"
"2020.09","Busan","506474","3399749.0","1665554.0","1734195.0","577418","1509550","947238","365543","10.6","3.2","2.0","1523122.0","2.232092373427736","0.33252359298861156"
"2020.09","Chungcheongbuk-do","101509","1598536.0","810302.0","788234.0","276055","711649","413357","197475","8.0","1.9","2.8","738094.0","2.165762084504142","0.13752855327370225"
"2020.09","Chungcheongnam-do","156347","2120559.0","1082029.0","1038530.0","345268","939596","559621","276074","7.9","2.5","1.1","977399.0","2.1695939938551194","0.1599623081259547"
"2020.09","Daegu","369042","2426849.0","1197914.0","1228935.0","445249","1111719","582442","287439","7.9","3.0","1.9","1052646.0","2.3054749649929795","0.35058509698417134"
"2020.09","Daejeon","190700","1469099.0","733356.0","735743.0","291149","678127","313164","186659","8.8","3.3","1.6","649552.0","2.26171114860704","0.2935869645540311"
"2020.09","Gangwon-do","95572","1541104.0","775324.0","765780.0","253364","660947","455498","171295","8.7","2.3","1.8","732005.0","2.105318952739394","0.13056194971345825"
"2020.09","Gwangju","150399","1453952.0","719445.0","734507.0","293492","664354","299660","196446","8.2","2.4","3.3","630695.0","2.305317150128033","0.23846550234265373"
"2020.09","Gyeonggi-do","1534793","13388485.0","6736077.0","6652408.0","2481395","6437066","2657656","1812368","8.6","2.9","2.8","5626369.0","2.379595970331843","0.2727856989116782"
"2020.09","Gyeongsangbuk-do","131017","2640003.0","1329408.0","1310595.0","402735","1139990","796476","300802","10.3","2.8","2.3","1246952.0","2.1171648948796746","0.10506980220569838"
"2020.09","Gyeongsangnam-do","231890","3343770.0","1683263.0","1660507.0","545111","1526615","838832","433212","10.4","3.3","1.5","1476628.0","2.264463358408482","0.15704022949585136"
"2020.09","Incheon","233963","2942553.0","1474105.0","1468448.0","543579","1406665","626398","365911","9.1","3.1","3.1","1259167.0","2.336904477325089","0.18580776020972595"
"2020.09","Jeju-do","49516","672948.0","337932.0","335016.0","117577","307643","151623","96105","6.3","1.5","1.3","299807.0","2.2446040285917275","0.16515958600032687"
"2020.09","Jeollabuk-do","100073","1806441.0","898048.0","908393.0","304926","761564","526503","213448","8.5","1.5","0.3","831694.0","2.172001962260158","0.12032430196682915"
"2020.09","Jeollanam-do","73660","1851124.0","930076.0","921048.0","288486","762826","586258","213554","6.7","1.3","1.1","887358.0","2.0861072982944875","0.08301046477295522"
"2020.09","Sejong","44672","348014.0","173613.0","174401.0","54289","171946","51375","70404","7.2","2.1","1.8","140222.0","2.48187873514855","0.31858053657771246"
"2020.09","Seoul","1778057","9699232.0","4719170.0","4980062.0","1885362","4553159","2254332","1006379","8.3","2.8","4.0","4405833.0","2.2014524835598626","0.40356885973662643"
"2020.09","Ulsan","141208","1139368.0","585387.0","553981.0","203154","552864","227550","155800","11.1","2.4","2.7","474970.0","2.398820978167042","0.2972987767648483"
"2020.10","Busan","472468","3397598.0","1664277.0","1733321.0","575796","1506203","950881","364718","9.2","2.5","2.8","1524888.0","2.228096752023755","0.30983783727067166"
"2020.10","Chungcheongbuk-do","92099","1599102.0","810528.0","788574.0","275867","711029","415216","196990","6.6","2.0","3.1","739808.0","2.161509472728059","0.12449040832215927"
"2020.10","Chungcheongnam-do","141094","2120347.0","1081967.0","1038380.0","344864","938532","561757","275194","7.1","2.7","1.9","978784.0","2.166307377317161","0.14415233595972146"
"2020.10","Daegu","343677","2424171.0","1196446.0","1227725.0","443989","1109013","584659","286510","7.5","2.9","3.5","1053168.0","2.301789458092156","0.32632685383528554"
"2020.10","Daejeon","185995","1467556.0","732552.0","735004.0","290407","676690","314535","185924","5.3","2.9","2.2","650636.0","2.2555714716062436","0.28586644452504933"
